year,count,country,title
European Patent Office,2005.0,Procédé de fabrication de tuyaux d'irrigation goutte-à-goutte,1
European Patent Office,2005.0,The method and apparatus for determining the number of living cells in a test fluid,1
European Patent Office,2005.0,PROCEDE ET DISPOSITIF D&rsquo;ANALYSE DE LA STRUCTURE ET DE LA CONSTITUTION DE HAIES CULTURALES TELLES QUE PAR EXEMPLE DES RANGS DE VIGNE,1
European Patent Office,2005.0,Machine de conditionnement d une substance broyee,1
European Patent Office,2005.0,Method and apparatus for packing bunches of flowers into sleeves,1
European Patent Office,2005.0,Effeuilleuse plus specialement destinee a l'effeuillage selectif de la vigne,1
European Patent Office,2005.0,Procede de fabrication de tuyaux d'irrigation goutte-a-goutte,1
European Patent Office,2005.0,Procédé et dispositif de surveillance du coeur d'un réacteur nucléaire,1
European Patent Office,2006.0,Ballenpresse,1
European Patent Office,2006.0,Legged mobile robot with means for removing the static electric charge accumulated in the robot's feet,1
European Patent Office,2006.0,Kommunikationssystem für mobile und stationäre Einrichtung,1
European Patent Office,2006.0,Appareil et procede de phototherapie,1
European Patent Office,2006.0,Utilisation de fibres vegetales de granulometrie tres fine pour la preparation d une composition alimentaire destinee a diminuer la biodisponibilite des mycotoxines,1
European Patent Office,2006.0,Méthode d'analyse de composés pesticides,1
European Patent Office,2006.0,Control device for mobile body,1
European Patent Office,2006.0,Method and plant separation of composed materials preferably waste construction materials,1
European Patent Office,2006.0,Dispositif de traitement d'un dechet humide,1
European Patent Office,2006.0,Procede biologique de detoxication d'un milieu liquide alimentaire,1
European Patent Office,2006.0,Automated planter,1
European Patent Office,2006.0,Method and system for calculating and reporting slump in delivery vehicles,1
European Patent Office,2007.0,Dichtungsanordnung zum Abdichten eines Übergangs zwischen einem umlaufenden und einem ortsfesten Maschinenelement sowie Anlage zum Behandeln von Flaschen oder dergleichen Behältern mit wenigstens einer solchen Dichtungsanordnung,1
European Patent Office,2007.0,Verwendung und vorrichtung zur ausbringung von nanoskaligen poylmerfasern als träger für landwirtschaftliche wirkstoffe,1
European Patent Office,2007.0,Tour aerogeneratrice,1
European Patent Office,2007.0,Procédé de préparation d'une composition cosmétique ensemble et recharge pour la mise en oeuvre d'un tel procédé,1
European Patent Office,2007.0,Mobile station in combination with an unmanned vehicle,1
European Patent Office,2007.0,Sensor system method and computer program product for plant phenotype measurement in agricultural environments,1
European Patent Office,2007.0,Tête de récolte enjambeuse à auto-centrage pour machine de récolte de petits fruits et machine équipée d'une telle tête de récolte,1
European Patent Office,2007.0,Procede et installation de traitement d'effluents,1
European Patent Office,2007.0,System for controlling the level of potential pollutants in a waste treatment plant,1
European Patent Office,2007.0,Automatic distributor for transplanting machines,1
European Patent Office,2007.0,Gymnastic machine,1
European Patent Office,2007.0,Utilisation cosmetique d'un copolymere particulier en tant qu'agent tenseur de la peau dans une composition cosmetique,1
European Patent Office,2007.0,Procédé de préparation d'une composition cosmétique et appareil pour la mise en oeuvre d'un tel procédé,1
European Patent Office,2007.0,Production d'hydrogene par expression heterologue d'une nad (p) h deshydrogenase de type ii chez chlamydomonas.,1
European Patent Office,2007.0,Procede d'obtention de fractions issues du son de ble ainsi que les fractions ainsi obtenues,1
European Patent Office,2007.0,Procédé de préparation d'une composition cosmétique et appareil pour la mise en oeuvre d'un tel procédé,1
European Patent Office,2007.0,Unité de compression et installation thermique comprenant une telle unité,1
European Patent Office,2007.0,Entladevorrichtung für pflanzenbehälter,1
European Patent Office,2007.0,Association d'extraits vegetaux  à base de groseille maquereau d'orchidee noire et de tulipe noire et composition topique comprenant l'association de ces extraits végétaux,1
European Patent Office,2007.0,Motor for movable body like a sliding door and moving apparatus for such a body,1
European Patent Office,2007.0,Dispositif compensateur de charge notamment  pour engin de levage,1
European Patent Office,2007.0,Systems and methods for evaluating enzyme competency,1
European Patent Office,2007.0,Systeme et procede de surveillance a distance intelligent et multicommunicant,1
European Patent Office,2007.0,Electronically controlled system with low energetic impact for the contemporaneous drying and modelling of the hair and related scheme for the construction and ways of use,1
European Patent Office,2008.0,Procede de production d'acide sulfhydrique et son application notamment a la depollution d'effluents contenant des metaux lourds,1
European Patent Office,2008.0,Anlage und verfahren zum strahlungshärten einer beschichtung eines werkstückes unter schutzgas,1
European Patent Office,2008.0,Procede et systeme permettant la prehension automatisee de piece(s),1
European Patent Office,2008.0,Method and collection vehicle for harvesting crops growing on stems,1
European Patent Office,2008.0,Vorrichtung zum Roden bzw. Ernten von Wurzelfrüchten,1
European Patent Office,2008.0,Prüfeinrichtung für ein Transportsystem für Stückgutbehälter,1
European Patent Office,2008.0,Installation et procede de traitement de deblais limoneux,1
European Patent Office,2008.0,Polypeptides impliqués dans la biosynthèse des spiramycines séquences nucléotidiques codant ces polypeptides et leurs applications,1
European Patent Office,2008.0,Agent delivery system,1
European Patent Office,2008.0,Procédé et système de gestion d'énergie thermique dans un bâtiment avec gaine pour installations de levage,1
European Patent Office,2008.0,Vanne de dosage comprenant un conduit interne fixe et un manchon externe mobile,1
European Patent Office,2009.0,Dispositif de survie dans le cadre de catastrophes naturelles compose d' un module habitacle et de ses elements annexes,1
European Patent Office,2009.0,Bruleur et procede pour la regeneration de cartouches de filtration et dispositifs equipes d'un tel bruleur,1
European Patent Office,2009.0,Sensing assembly for detection of one or more plants,1
European Patent Office,2009.0,Methode de detection des defauts localises presents dans un matelas de fibres minerales,1
European Patent Office,2009.0,Procédé et dispositifs pour insérer en temps réel des objets virtuels dans un flux d'images à partir de données issues de la scène réelle représentée par ces images,1
European Patent Office,2009.0,Dispositif de pulvérisation d'une composition cosmétique,1
European Patent Office,2009.0,Anlage zum beleimen von fasern für die herstellung von faserplatten,1
European Patent Office,2009.0,Système de badges lumineux de protection de sécurité et de suivi des déplacements,1
European Patent Office,2009.0,Support d'outil permettant l'evitement d'un obstacle dans un rang,1
European Patent Office,2009.0,Procede non electrolytique perfectionne de metallisation d'un substrat par voie de reduction de sel(s) metallique(s) et par projection d'aerosol(s),1
European Patent Office,2009.0,Anlage zur abwasserbehandlung,1
European Patent Office,2009.0,Brûleur pour chaudière à combustibles solides du type biomasse pneu ainsi qu'une chaudière comportant un tel brûleur,1
European Patent Office,2009.0,Vegetation shredder,1
European Patent Office,2009.0,Fluorescence imaging system,1
European Patent Office,2009.0,Pseudotransposons et systemes de transposition recombinants hyperactifs derives du transposon mos-1,1
European Patent Office,2009.0,Installation et procede pour l'amortissement et/ou la recuperation de l'energie de la houle,1
European Patent Office,2009.0,Gazon naturel,1
European Patent Office,2009.0,Procédé de production d'énergie électrique à partir de biomasse,1
European Patent Office,2009.0,Dispositif de transformation d'un mouvement linéaire en un mouvement de rotation de façon réglable,1
European Patent Office,2009.0,Bloc de travail de coupe et/ou broyage des végétaux destiné à être porté par un véhicule porteur par l'intermédiaire d'un bras,1
European Patent Office,2009.0,Power saving techniques for continuous heart rate monitoring,1
European Patent Office,2009.0,Dispositif de localisation et d'imagerie de sources de rayonnement gamma ou x.,1
European Patent Office,2009.0,Dispositif de detection optique de gaz a distance,1
European Patent Office,2009.0,Systeme goniometrique de mini capteurs doppler en reseaux pour la surveillance de perimetres,1
European Patent Office,2010.0,Procédé de photomaquillage et composition de photomaquillage,1
European Patent Office,2010.0,Milieu de culture pour haemophilus influenzae de type b,1
European Patent Office,2010.0,System and method for managing resource use,1
European Patent Office,2010.0,Outil électroportatif à commande par gâchette.,1
European Patent Office,2010.0,Verfahren zum betreiben einer windenergieanlage,1
European Patent Office,2010.0,Procédé de photomaquillage progressif,1
European Patent Office,2010.0,Procédé de photomaquillage dans lequel un agent optique est utilisé pour protéger le résultat obtenu,1
European Patent Office,2010.0,Procede et dispositif de determination du rapport des teneurs en chlorophylle et en un compose chromophore d'un tissu vegetal sans mesurer independamment ces teneurs,1
European Patent Office,2010.0,Robotic watering unit,1
European Patent Office,2010.0,Secoueur à raideur réglable pour machines de récolte et machines de récolte faisant application de tels secoueurs,1
European Patent Office,2010.0,Machine de récolte de baies en particulier machine à vendanger pourvue d'un système de secouage et commande de secouage mécatronique de ce système,1
European Patent Office,2010.0,Fuel cell power plant for mobile unit,1
European Patent Office,2010.0,Procede de preparation d'acides dicafeoylquiniques et leur utilisation dans la lutte contre les pucerons,1
European Patent Office,2010.0,Procede d 'isolation thermique d'une serre recouverte d'enveloppes gonflables,1
European Patent Office,2010.0,Nouveau procede de preparation d'extraits purifies d'harpagophytum procumbens,1
European Patent Office,2010.0,Fruit harvester with system and method for detecting and reducing forces exerted against rigid standing objects,1
European Patent Office,2010.0,Ethylene/alpha -olefin block interpolymers,1
European Patent Office,2010.0,Machine de tri selectif de recolte et chaine de tri comprenant une telle machine,1
European Patent Office,2010.0,Dispositif d'assistance a la navigation d'une personne,1
European Patent Office,2010.0,Dispositif d'inspection d'un assemblage de crayons á combustible dans une piscine d'une installation nucléaire procédé d'inspection correspondant,1
European Patent Office,2010.0,Semiconductor electrochemical sensors,1
European Patent Office,2010.0,Fermenter zur erzeugung von biogas aus pumpbarem organischen material,1
European Patent Office,2010.0,Procede et systeme pour caracteriser un tissu biologique,1
European Patent Office,2010.0,Assistance thermique pour vélo,1
European Patent Office,2010.0,Structure cellulaire composée d'une ou de plusieurs couches de cellules destinées à capter l'énergie,1
European Patent Office,2011.0,Installation motrice hélicoptère comportant une telle installation motrice et procédé mis en oeuvre par cette installation motrice,1
European Patent Office,2011.0,Solar energy greenhouse,1
European Patent Office,2011.0,Appareil de production de granules a partir de vegetaux,1
European Patent Office,2011.0,Dispositif pour former des tablettes par compaction a volume constant,1
European Patent Office,2011.0,Verfahren und einrichtung zur photosynthesegestützten co2-entsorgung,1
European Patent Office,2011.0,Wearable action-assist device and control program,1
European Patent Office,2011.0,Method and device for the removal of a leaf from a crop,1
European Patent Office,2011.0,Apparatus computer program and method for controlling an agricultural implement,1
European Patent Office,2011.0,Dispositif de contrôle d'une sonde de mesure de pression d'un écoulement et sonde comprenant le dispositif,1
European Patent Office,2017.0,Nébuliseur compact pour rafraîchir l'air,1
European Patent Office,2011.0,Procédé d'hydroliquéfaction directe de biomasse comprenant deux etapes d'hydroconversion en lit bouillonnant,1
European Patent Office,2011.0,Flexible manufacturing system,1
European Patent Office,2011.0,Dispositif de detection de la presence d'un objet ou d'un etre vivant,1
European Patent Office,2011.0,Dispositif de détection de bouchage d'au moins un rang d'ensemencement d'une tête de répartition d'un semoir pneumatique comprenant une pluralité de rangs d'ensemencement,1
European Patent Office,2011.0,Procédé pour augmenter la sécurité d'une installation motrice et installation motrice apte à mettre en oeuvre ce procédé,1
European Patent Office,2011.0,Sécateur pour la taille des végétaux,1
European Patent Office,2011.0,Procede microbiologique de synthese de derives cinnamoyl amides d'acides amines,1
European Patent Office,2011.0,Procede et dispositif de carbonisation,1
European Patent Office,2011.0,Laser microporator for porating a biological tissue,1
European Patent Office,2011.0,Luminogenic and fluorogenic compounds and methods to detect molecules or conditions,1
European Patent Office,2011.0,Pile electrochimique integree dans un vetement utilisant un fluide physiologique comme electrolyte,1
European Patent Office,2011.0,Dispositif de détection d'entrée et de reconnaissance de badges transpondeurs système de surveillance le comprenant et procédé de surveillance mis en oeuvre par ledit système,1
European Patent Office,2011.0,Methods and systems for modular buildings,1
European Patent Office,2011.0,Système de perçage et procédé,1
European Patent Office,2011.0,Installation de dessalement d'eau par osmose inverse.,1
European Patent Office,2011.0,Procede et dispositif de lecture d'une caracteristique physique sur un objet,1
European Patent Office,2011.0,Procédé et système de contrôle à distance d'une chaîne de mesure certifiée,1
European Patent Office,2011.0,Glucokinase activators,1
European Patent Office,2011.0,Système hybride et dispositif de calcul d'une position et de surveillance de son intégrité,1
European Patent Office,2011.0,Laminoir circulaire avec rouleau de conformation,1
European Patent Office,2012.0,Mobile dosing mixing and packaging plant,1
European Patent Office,2012.0,Method for determining the position of plant components in mining extracting plants,1
European Patent Office,2012.0,Procédé et dispositif de pesage,1
European Patent Office,2012.0,System und verfahren zur fernüberwachung von topfpflanzen,1
European Patent Office,2012.0,Dispositif et procédé de radiométrie pour déterminer les caractéristiques physico-chimiques d'un échantillon,1
European Patent Office,2012.0,Dispositif et procédé de découpe du trognon de salades,1
European Patent Office,2012.0,Dispositif de radiométrie pour déterminer les caractéristiques physico-chimiques d'un échantillon en tenant compte de l'épaisseur,1
European Patent Office,2012.0,Emulsion huile-dans-eau à propriétés sensorielles améliorées,1
European Patent Office,2012.0,Enveloppe de reaction pour un reacteur photosynthetique et reacteur photosynthetique associe,1
European Patent Office,2012.0,Method for operating a buoyant body of a wave power plant and a wave power plant,1
European Patent Office,2012.0,Reinigungsanlage für eine solaranlage,1
European Patent Office,2012.0,Sampling control station for a bottles or containers filling plant,1
European Patent Office,2012.0,Dispositif de localisation spatiale émetteur de référence et système de localisation associés,1
European Patent Office,2012.0,Procédé de détection d'identification et/ou de quantification de nanotubes de carbone,1
European Patent Office,2012.0,Hydrosol based flavor delivery device,1
European Patent Office,2012.0,Appareil et procede de detection et/ou de quantification de composes d'interet presents sous forme gazeuse ou en solution dans un solvant,1
European Patent Office,2012.0,Dispositif et procede d'analyse optique de documents,1
European Patent Office,2012.0,Installation pour le traitement d'une eau polluee et son procede de fonctionnement,1
European Patent Office,2012.0,Energierückgewinnung in warmbandstrassen durch umwandlung der kühlwärme der stranggiessanlage sowie der restwärme von brammen und coils in elektrische energie oder sonstige nutzung der aufgefangenen prozesswärme,1
European Patent Office,2012.0,Fabric care compositions comprising organosiloxane polymers,1
European Patent Office,2012.0,Improved plants microbes and organisms,1
European Patent Office,2012.0,Machine de remplissage equipee d'un dispositif de nettoyage en place a elements collecteurs individuels,1
European Patent Office,2012.0,Procédé de correction des images délivrées par un détecteur non régulé en temperature et détecteur mettant en oeuvre un tel procédé,1
European Patent Office,2013.0,Panneau solaire flottant et installation solaire constituee d'un assemblage de tels panneaux,1
European Patent Office,2013.0,Dispositif d'infusion a variation de pression,1
European Patent Office,2013.0,Verfahren und Vorrichtung zum Bestimmen der Biomasse von Pflanzenbeständen und zum Regeln der Ausbringungsmenge von Spritzflüssigkeit,1
European Patent Office,2013.0,Automated system for analyzing phytotoxicity,1
European Patent Office,2013.0,Fluidized bed furnace and method for processing waste,1
European Patent Office,2013.0,In-line bottling plant for containers with liquids and bottling process,1
European Patent Office,2013.0,Catalyseur enzymatique heterogene procede de preparation et utilisation pour la catalyse enzymatique en flux continu,1
European Patent Office,2013.0,Matériau ignifuge comprenant un biopolymère,1
European Patent Office,2013.0,Testing plant for stationary tests of railway vehicles and methods for measurement on the testing plant,1
European Patent Office,2013.0,Double receptacle fully automated tea machine,1
European Patent Office,2013.0,Équipement agricole pour un véhicule motorisé avec parallélogramme déformable pour le déport latéral d'une partie outil,1
European Patent Office,2013.0,Semelle pour la mesure des pressions plantaires et dispositif de suivi des pressions plantaires,1
European Patent Office,2013.0,Control system for a crop harvesting header,1
European Patent Office,2013.0,Fahrbarer Häcksler für Pflanzen mit einem Überwachungssystem des Rotors in Abhängigkeit der Abdeckungen,1
European Patent Office,2013.0,Intelligent watering can,1
European Patent Office,2013.0,Plant for working products,1
European Patent Office,2013.0,Materiau spherique a base d' heteropolyanions pieges dans une matrice oxyde mesostructuree et son utilisation comme catalyseur dans les procedes du raffinage d ' hydrocarbures,1
European Patent Office,2013.0,Procede de fabrication de materiau fibreux pre-impregne de polymere thermodurcissable,1
European Patent Office,2013.0,Fuel cell system,1
European Patent Office,2013.0,Mobile production system for cement panel,1
European Patent Office,2013.0,Dispositif d'acquisition pour la réalisation de mesures et/ou le prélèvement d'échantillons dans un liquide,1
European Patent Office,2013.0,Procédé et dispositif de maintenance d'une installation électrique,1
European Patent Office,2013.0,Installation pour la manutention de produits en particulier de tranches de denrées alimentaires,1
European Patent Office,2014.0,Plant growth kinetics captured by motion tracking,1
European Patent Office,2014.0,Systeme de positionnement avec mecanisme de detection de fraude pour application critique,1
European Patent Office,2014.0,Appareil nettoyeur de surface immergée à commande de retour semi-automatique,1
European Patent Office,2014.0,Automated gravimetric screening platform system and method,1
European Patent Office,2014.0,Handheld device having location-based features for plant workers,1
European Patent Office,2014.0,Machine de récolte,1
European Patent Office,2014.0,Rhizotron et utilisations de celui-ci,1
European Patent Office,2014.0,Plant cultivation apparatus for producing the plant,1
European Patent Office,2014.0,Mur rideau integre servant a la production industrielle optimisee de microalgues en facades de batiments,1
European Patent Office,2014.0,Enveloppe de réaction pour un réacteur photosynthétique et réacteur photosynthétique associé,1
European Patent Office,2014.0,Nanocorps anti-vcam-1,1
European Patent Office,2014.0,Analyseur d'humidité et procédé d'analyse d'humidité d'échantillon de végétaux,1
European Patent Office,2014.0,Procédé de trituration réactive directement sur un tourteau gras,1
European Patent Office,2014.0,Mobile wasseraufbereitungsanlage und verfahren zum erzeugen von trinkwasser in einem katastrophengebiet,1
European Patent Office,2014.0,Vorrichtung und verfahren zum hydrothermalen aufschluss von getrockneten verholzten lignocellulose-haltigen biomassen,1
European Patent Office,2014.0,Utilisation de " polyketide synthases " de type iii (pks iii) recombinantes d'algues brunes marines,1
European Patent Office,2014.0,Nouveaux composés modulateurs de la voie de signalisation des protéines hedgehog leurs formes marquées et applications,1
European Patent Office,2014.0,Installation démontable pour la production de biogaz,1
European Patent Office,2014.0,Formulation de microemulsions transparentes et nutritives,1
European Patent Office,2014.0,Fauteuil automoteur pour personne handicapée,1
European Patent Office,2014.0,Principe actif anticancéreux issu de guiera senegalensis,1
European Patent Office,2014.0,Procede d'estimation simplifie de l'orientation d'un objet et centrale d'attitude mettant en  oeuvre un tel procede,1
European Patent Office,2014.0,Installation comportant une boite a gants et un dispositif de changement de gant integrant un suivi du changement des gants,1
European Patent Office,2014.0,RFID- enabled plant label plant care system plant care method and computer program product,1
European Patent Office,2014.0,Dispositif de detection compact d'au moins une acceleration et une vitesse de rotation,1
European Patent Office,2015.0,Ensemble de lecture automatique de plaques minéralogiques et barrière automatique de contrôle d'accès de véhicules,1
European Patent Office,2015.0,Verfahren zum berührungslosen bestimmen des aktuellen ernährungszustandes eines pflanzenbestandes und zum verarbeiten dieser information,1
European Patent Office,2015.0,Crop sensing system and method with immediate gap detection,1
European Patent Office,2015.0,Nouveaux analogues de strigolactone et leur utilisation pour le traitement des plantes,1
European Patent Office,2015.0,Plant phenometrics system and method,1
European Patent Office,2015.0,Computerized method and system for managing networked secure collaborative exchange environment,1
European Patent Office,2015.0,Outil de prelevement de materiel vegetal automate le comportant cellule de prelevement equipee d'un tel automate et procede de prelevement,1
European Patent Office,2015.0,Verfahren und vorrichtung zur kompression von langstängeligem pflanzengut,1
European Patent Office,2015.0,Procédé de production d'hydrogene,1
European Patent Office,2015.0,Oligonucleotides modifies compenant des fonctions thiol et leur utilisation pour la detection d'acides nucleiques,1
European Patent Office,2015.0,Power-on shutdown of fuel cell power plant for enhanced durability,1
European Patent Office,2015.0,Installation notamment pour la germination de végétaux,1
European Patent Office,2015.0,Dispositif de traitement par photothérapie,1
European Patent Office,2015.0,Method for generating plant topology model data,1
European Patent Office,2015.0,Procede de determination de parametres d'observation d'une surface d'eau par imagerie,1
European Patent Office,2015.0,Procede de production de granules de chauffage a base de paille de maïs dispositif mobile de production et granules obtenus,1
European Patent Office,2015.0,Procede d'estimation de mouvement d'un objet massique poly-articule,1
European Patent Office,2015.0,Equipement de culture en aeroponie a bloc de substrat individuel et permanent,1
European Patent Office,2015.0,Procédé de production de granulés de chauffage à base de sarments de vigne dispositif mobile de production et granulés obtenus,1
European Patent Office,2015.0,Dispositif et procédé de contrôle d'une sonde de mesure de pression d'un écoulement.,1
European Patent Office,2015.0,Procédé de traitement d'au moins un échantillon biologique,1
European Patent Office,2015.0,Dispositif de contrôle d'une sonde de mesure de pression d'un écoulement.,1
European Patent Office,2015.0,Verfahren zur Speicherung von elektrischer Energie in einem natürlichen Speicher,1
European Patent Office,2015.0,Vorrichtung zur Druckluftverteilung mittels Schrittmotorverteiler,1
European Patent Office,2015.0,Procédé de contrôle d'une sonde de mesure de pression d'un écoulement.,1
European Patent Office,2015.0,Utilisation d'au moins un polymere superabsorbant -psa- (b) dans une composition seche a base de liant mineral et destinee a la preparation d'une formulation humide durcissable pour le batiment,1
European Patent Office,2015.0,Systems and methods for coffee preparation,1
European Patent Office,2015.0,Dispositif de configuration d'un système de détection d'incendie,1
European Patent Office,2015.0,Buse laser avec élément mobile interne et coiffe externe tete de focalisation comprenant une telle buse installation laser comprenant une telle tete ; procede de coupage par faisceau laser utilisant un des precedents dispositifs,1
European Patent Office,2016.0,Combine harvester combining row crop guidance and plant attribute measurement,1
European Patent Office,2016.0,Drone équipé d'un dispositif imageur et de moyens de protection du dispositif imageur,1
European Patent Office,2016.0,Procede et dispositif de determination et d'optimisation de parametres caracteristiques du fonctionnement d'un aeronef a voilure tournante,1
European Patent Office,2016.0,Apparatus for measuring temperature distribution across the sole of the foot,1
European Patent Office,2016.0,Plant growth system,1
European Patent Office,2016.0,Systeme de caracterisation de l'etat physiologique de vegetaux et procede correspondant,1
European Patent Office,2016.0,Nouvelle souche de aurantiochytrium et procédé utilisant celle-ci,1
European Patent Office,2016.0,Dispositif d'irrigation autonome notamment pour plantes en pot,1
European Patent Office,2016.0,Intelligent grounds management system integrating robotic rover,1
European Patent Office,2016.0,Nouvelles émulsions eau-dans-huile à forte teneur en phase aqueuse de consistances liquides et stables au stockage,1
European Patent Office,2016.0,Installation d'arrosage et procédé de commande d'arrosage,1
European Patent Office,2016.0,Procédé et système d'inspection d'une centrale solaire photovoltaïque,1
European Patent Office,2016.0,Procédé et kit pour l'identification de composés d'un mélange organique,1
European Patent Office,2016.0,Appareillage electrique d'eclairage a monter dans une boite electrique,1
European Patent Office,2016.0,Mesures de projection cinématographique,1
European Patent Office,2016.0,Dispositif d'actionnement pour deplacer un capot mobile d'un inverseur de poussee,1
European Patent Office,2016.0,Voile d'hivernage chauffant autonome,1
European Patent Office,2016.0,Dispositif de support adapte a supporter et a deplacer des bacs de culture,1
European Patent Office,2016.0,Systeme de refroidissement et de chauffage pour la thermovinification,1
European Patent Office,2016.0,Heating plant for container preforms,1
European Patent Office,2016.0,Procédé et système de reconnaissance d'objets par analyse de signaux d'image numérique d'une scène,1
European Patent Office,2016.0,Dispositif et procédé d'analyses biologiques avec des contrôles pour les partenaires de liaison,1
European Patent Office,2016.0,Dispositif d'entraînement et de contrôle d'une machine tournante d'une installation de traitement et installation de traitement comprenant un tel dispositif d'entraînement et de contrôle,1
European Patent Office,2016.0,Dispositif d'acquisition sans fil inoffensif d'une mesure physiologique,1
European Patent Office,2016.0,Système de supervision d'une ligne mono-fibre par polarisation d'un signal de sonde,1
European Patent Office,2016.0,Novel pyrazole derivative,1
European Patent Office,2016.0,Système de chauffe-eau avec installation photovoltaïque dédiée,1
European Patent Office,2016.0,Dispositif a coque rigide destine a subir des chocs et comprenant des moyens internes de recuperation d'energie,1
European Patent Office,2016.0,Logistic transport system for nutritional substances,1
European Patent Office,2016.0,Dispositif de contrôle non destructif de produits tubulaires avec des réseaux en phase électroacoustiques notamment sur site,1
European Patent Office,2016.0,Procédé d'alignement d'une centrale inertielle,1
European Patent Office,2016.0,Procede et systeme de controle lors de l'acces ou la sortie d'une zone,1
European Patent Office,2016.0,Sirop (meth) acrylique liquide d'impregnation d'un substrat fibreux et son procede de fabrication procede d'impregnation d'un substrat fibreux materiau composite obtenu apres polymerisation dudit substrat pre-impregne,1
European Patent Office,2017.0,Automated farming systems,2
European Patent Office,2017.0,Systeme de telegonflage pour vehicule et procede pour un tel systeme,1
European Patent Office,2017.0,Devices and systems for pulmonary delivery of active agents,1
European Patent Office,2017.0,Fluid leakage data management system and method,1
European Patent Office,2017.0,Technique d'acces par un dispositif maitre a une valeur prise par une caracteristique geree par un dispositif peripherique,1
European Patent Office,2017.0,Dispositif d'obtention de matière biologique et/ou d'information biologique a partir d'un échantillon a matrice hétérogene,1
European Patent Office,2017.0,Method for vertical cultivation of plants in plant pots a device for vertical cultivation of plants in plant pots and a special plant pot,1
European Patent Office,2017.0,Automatic target recognition and dispensing system,1
European Patent Office,2017.0,Systeme  de controle du mouvement cyclique d'un segment corporel d'un individu,1
European Patent Office,2017.0,Fauteuil instrumenté pour l'aide au diagnostic médical,1
European Patent Office,2017.0,A hydroponic plant grow cabinet,1
European Patent Office,2017.0,Système a réseau de cellules de capteurs capacitifs de pression et de cisaillement et procédé de fabrication,1
European Patent Office,2017.0,Agricultural robot,1
European Patent Office,2017.0,Attelage agricole avec un système de gestion et de guidage de manoeuvres et procédé mis en oeuvre par cet attelage,1
European Patent Office,2017.0,Reconfigurable solar array and method of managing crop yield using the same,1
European Patent Office,2017.0,Plant growing system,1
European Patent Office,2017.0,Dispositif porte-outil agricole facilitant la prise de rang processus d'installation et système agricole associés,1
European Patent Office,2017.0,Ligne de culture aeroponique,1
European Patent Office,2017.0,A computerised tracking and proximity warning method and system for personnel plant and equipment operating both above and below the ground or their movement therebetween,1
European Patent Office,2017.0,Personenliege mit erfassungseinrichtung für die körperstatik für bildgebende medizinische untersuchungsgeräte,1
European Patent Office,2017.0,Dispositif de pulverisation de doses de differentes solutions aqueuses comprenant plusieurs produits additifs,1
European Patent Office,2017.0,Movable detector and methods for inspecting elongated tube-like objects in equipment,1
European Patent Office,2017.0,Luftreinigungsanlage,1
European Patent Office,2017.0,Outil de coupe motorisé électroportatif de type sécateur,1
European Patent Office,2017.0,Method and modular mobile mixing and packaging plant,1
European Patent Office,2017.0,Device for protecting plants or crop fields from natural events such as snow and rain,1
European Patent Office,2017.0,Procede de traitement biometrique d'images,1
European Patent Office,2017.0,Utilisation d'un extrait de plante pour favoriser le développement végétal ou racinaire et procédé d'accélération du développement d'une plante,1
European Patent Office,2017.0,Architecture d'observation d'une pluralité d'objets disposés dans des endroits géographiques distincts et procédé de collecte de données d'observation associé,1
European Patent Office,2017.0,Composition anhydre comprenant un gélifiant lipophile au moins une charge particulière et une phase grasse,1
European Patent Office,2017.0,Vorrichtung und verfahren zum injizieren flüssiger wirkstoffe in die gefässbahnen verholzter pflanzen,1
European Patent Office,2017.0,Dispositif et procédé de régulation thermique pour serre agricole,1
European Patent Office,2017.0,Probensammel-kit und verfahren zur sammlung von pflanzenproben insbesondere von algenproben,1
European Patent Office,2017.0,Composition soft solid anhydre a base de particules encapsulant un agent benefique,1
European Patent Office,2017.0,Appât rodonticide comprenant du difénacoum et procédé de lutte contre des rongeurs cibles nuisibles,1
European Patent Office,2017.0,Composition anhydre comprenant un gelifiant lipophile au moins deux charges distinctes  et une phase grasse,1
European Patent Office,2017.0,Structure géométrie variable en trois dimensions intégrant tous les polygones pour la protection des plantes exotiques élément de façade élément de toit et platine de fixation pour la réalisation d'une telle structure,1
European Patent Office,2017.0,Refroidisseur d'air de suralimentation circuit d'admission d'air et moteur associe suralimente par un turbocompresseur,1
European Patent Office,2017.0,Procede d'obtention de la l-hercynine pure,1
European Patent Office,2017.0,Mise à disposition de proximité et automatisée d'articles,1
European Patent Office,2017.0,Structure d'accueil pour conteneur pour place de parking,1
European Patent Office,2017.0,Dispositif de reeducation fonctionnelle ou d entrainement sportif interactif autonome et portable,1
European Patent Office,2017.0,Polyurethane resins having multiple mechanisms of hardening for use in producing three-dimensional objects,1
European Patent Office,2017.0,Apparatus and methods for modifying keratinous surfaces,1
European Patent Office,2017.0,Abfüllstation für gasflaschen nebst abfüllverfahren,1
European Patent Office,2017.0,Ensemble et procédé de détection pour l'identification et le suivi de nuage dans une zone du ciel observée,1
European Patent Office,2017.0,Procédé de manipulation de microgouttes incluant des échantillons,1
European Patent Office,2017.0,Procédé et système de surveillance et de sécurisation d'une enceinte de véhicule notamment d'un avion.,1
European Patent Office,2017.0,Procédé d'estimation d'un état de navigation contraint en observabilité,1
European Patent Office,2017.0,Chauffe-eau électrique réglable en puissance,1
