year,count,country,inventor
European Patent Office,1985,José Brochier,1
European Patent Office,1985,Wilfred Erwin Klinner,1
European Patent Office,1985,Jean-Louis Noyer,1
European Patent Office,1985,Bernard Jaussely,1
European Patent Office,1985,Gérard Dreyfuss,1
European Patent Office,1985,Luc Ratouis,1
European Patent Office,1986,Osamu Nagata,1
European Patent Office,1986,Bernard Francois,1
European Patent Office,1986,François Bully,1
European Patent Office,1986,Takashi Kajima,1
European Patent Office,1986,Claude Peschel,1
European Patent Office,1986,Christian Aubart,1
European Patent Office,1986,Toshiharu Ozaki,1
European Patent Office,1986,Corinne Festino,1
European Patent Office,1987,Roger Guillon,1
European Patent Office,1987,Vincenzo Macri,1
European Patent Office,1988,Loic Renaud,1
European Patent Office,1988,François Micheron,1
European Patent Office,1988,Hervé DEFOS du RAU,1
European Patent Office,1988,Jacques Bournazel,1
European Patent Office,1988,Alain Garcia,1
European Patent Office,1988,Jacques Trotel,1
European Patent Office,1988,Pierre Rousseau,1
European Patent Office,1988,Alain Staron,1
European Patent Office,1988,Dominique Broussoux,1
European Patent Office,1988,Petrus Cornelis Hendrikus Zonneveld,1
European Patent Office,1988,Jacques Léon Georges Breton,1
European Patent Office,1988,Michel Chassaigne,1
European Patent Office,1989,Philippe Niessen,1
European Patent Office,1989,Jean Jaubert,1
European Patent Office,1989,Roger Pellenc,1
European Patent Office,1989,Gilbert Guidat,1
European Patent Office,1989,Kiyoshi C/O Gifu No 1 Plant Teijin Toyama,1
European Patent Office,1989,Claudine Guidat De Queiroz,1
European Patent Office,1990,Wactaw Grzeszczak,1
European Patent Office,1990,Philippe Dupourque,1
European Patent Office,1990,Christian Barlet,1
European Patent Office,1990,Maurice Tempe,1
European Patent Office,1990,Jean-Elie Decambron,1
European Patent Office,1990,Bertrand Grimm,1
European Patent Office,1990,Bertrand De Cosnac,1
European Patent Office,1990,Marc Clingez,1
European Patent Office,1990,Serge Haan,1
European Patent Office,1991,Alain Durand,1
European Patent Office,1991,Jacqueline Goussard,1
European Patent Office,1991,Catherine Desgranges,1
European Patent Office,1991,Etsuo Kobayashi,1
European Patent Office,1991,Patrick Poullain,1
European Patent Office,1991,Guy Riba,1
European Patent Office,1991,Claude Garrigues,1
European Patent Office,1991,Jean-Pierre Renaudeaux,1
European Patent Office,1991,Jean-Marc Chicheportiche,1
European Patent Office,1992,Akio Takasaki Plant Ishii,1
European Patent Office,1992,Masaaki Niigata Engineering Co. Ltd. Saito,1
European Patent Office,1992,Tomohiro Gocho,1
European Patent Office,1992,Ichiro Miyazaki,1
European Patent Office,1992,Tetsuo Takasaki Plant Ogawa,1
European Patent Office,1992,Fumio Takasaki Plant Goto,1
European Patent Office,1992,Yoshihiro Niigata Constr. Machinery Co.Ltd. Sasa,1
European Patent Office,1992,Makio Takasaki Plant  Fujita,1
European Patent Office,1992,Narimasa Yamabe,1
European Patent Office,1992,Robert Frances,1
European Patent Office,1992,Adrianus Wilhelmus Tas,1
European Patent Office,1993,George Stuart Cockerill,1
European Patent Office,1993,Henry Barbey,1
European Patent Office,1993,John Edward Robinson,1
European Patent Office,1994,Claus J. Caroe,1
European Patent Office,1994,Federico Bonomelli,1
European Patent Office,1994,Michele Saliola,1
European Patent Office,1994,Claudio Falcone,1
European Patent Office,1994,Claude Accaries,1
European Patent Office,1994,Reinhard Fleer,1
European Patent Office,1995,Jean-No[L Rabaud,1
European Patent Office,1995,Geoffrey Alan Williames,1
European Patent Office,1995,Marie-Claude Mauro,1
European Patent Office,1995,Michel Boulay,1
European Patent Office,1995,Guy Pierre,1
European Patent Office,1995,Alain Deloire,1
European Patent Office,1995,Alain Meybeck,1
European Patent Office,1995,Dominique Lesuisse,1
European Patent Office,1995,Jean-Georges Teutsch,1
European Patent Office,1995,Jean-François Gourvest,1
European Patent Office,1995,Alexander Kasal,1
European Patent Office,1995,Renato Zoncada,1
European Patent Office,1996,Jean-Claude Garuet-Lempirou,1
European Patent Office,1996,Fabienne Bresdin,1
European Patent Office,1996,Benoît Dumont,1
European Patent Office,1996,Jean-Yves Moigne,1
European Patent Office,1996,André Franco,1
European Patent Office,1996,Marie-Christine Seguin,1
European Patent Office,1996,Patricia Hugueny,1
European Patent Office,1996,Jean-Marc Belin,1
European Patent Office,1996,Emile Feno,1
European Patent Office,1997,Philippe Cleuziat,1
European Patent Office,1997,Bernard Mandrand,1
European Patent Office,1997,Luciano Fantuzzi,1
European Patent Office,1997,Rainer Dr. Lange,1
European Patent Office,1997,Etienne Jette,1
European Patent Office,1997,Bernard Ferrand,1
European Patent Office,1997,Engin Molva,1
European Patent Office,1997,Philippe Thony,1
European Patent Office,1998,Marcel Bensoussan,1
European Patent Office,1998,Jean-François Palmier,1
European Patent Office,1998,Christophe Minot,1
European Patent Office,1998,Philippe Patte,1
European Patent Office,1998,Alfred Jann,1
European Patent Office,1998,Rolv Lundheim,1
European Patent Office,1998,Bruno Buluschek,1
European Patent Office,1998,Daniel Thiery,1
European Patent Office,1999,Jean-Jacques Hirsch,1
European Patent Office,1999,Gilbert J.I. Strubbe,1
European Patent Office,1999,Bart M.A. Missotten,1
European Patent Office,1999,Francis C. Forsberg,1
European Patent Office,1999,Nicolas Viard,1
European Patent Office,1999,Stephen M. Lebleu,1
European Patent Office,1999,Bernard Delpuech,1
European Patent Office,1999,Terry L. c/o Worldwide Water Inc LEBLEU,1
European Patent Office,1999,Jean-Pierre Albert Maqaire,1
European Patent Office,1999,Michel Milas,1
European Patent Office,1999,Scott P. Bennett,1
European Patent Office,1999,Thierry Heulin,1
European Patent Office,1999,Jay T. Kummet,1
European Patent Office,1999,Robert D. Hei,1
European Patent Office,1999,Alfons Dintner,1
European Patent Office,1999,Régis De Baynast,1
European Patent Office,1999,Pieter Lieuwe Roosenschoon,1
European Patent Office,1999,François Lapeyre,1
European Patent Office,1999,Alain Heyraud,1
European Patent Office,1999,Younes  Alami,1
European Patent Office,1999,Agnès VILLAIN,1
European Patent Office,1999,Keith D. Lokkesome,1
European Patent Office,2000,Alfredo Lucia,1
European Patent Office,2000,Georges Pelletier,1
European Patent Office,2000,Joseph-Albert Miehe,1
European Patent Office,2000,Francine Heisel,1
European Patent Office,2000,Jean-Pierre Oberlin,1
European Patent Office,2000,Malgorzata Sowinska,1
European Patent Office,2000,Agnès FOURGOUX,1
European Patent Office,2000,Jan Drouaud,1
European Patent Office,2000,Alphonse Martz,1
European Patent Office,2000,Martin Zurn,1
European Patent Office,2000,Philippe Guerche,1
European Patent Office,2000,Michel Sylvain Begassat,1
European Patent Office,2000,William Pratizzoli,1
European Patent Office,2001,Yasuji C/O Toride Plant Endo,2
European Patent Office,2001,Kyotaro C/O Toride Plant Onuma,2
European Patent Office,2001,Fredric C. Colman,1
European Patent Office,2001,Wilhelm LÜDEKER,1
European Patent Office,2001,Keith A. Friedman,1
European Patent Office,2001,Behrad Aria,1
European Patent Office,2001,James Say,1
European Patent Office,2001,Michael F. Tomasco,1
European Patent Office,2001,Yoram Gal,1
European Patent Office,2001,Mark S. Vreeke,1
European Patent Office,2001,Kurt Günther,1
European Patent Office,2001,Adam Heller,1
European Patent Office,2001,Hans-Günter DAHN,1
European Patent Office,2001,Phillip J. Plante,1
European Patent Office,2001,Hubert Truffaux,1
European Patent Office,2001,Ephraim Heller,1
European Patent Office,2001,Yvan George,1
European Patent Office,2001,Luis Filipe Vaz,1
European Patent Office,2001,Christian Vanbeselaere,1
European Patent Office,2001,Frédéric Despreaux,1
European Patent Office,2001,François Plante,1
European Patent Office,2001,Max Rombi,1
European Patent Office,2001,Nicole Mekideche,1
European Patent Office,2001,Jean-Paul Société Aixpair-Abricot S.A.R.L. Janin,1
European Patent Office,2001,Christian Monereau,1
European Patent Office,2001,Iida c/o Toride Plant Komori Corp. Hirotaka,1
European Patent Office,2001,Philippe Merten,1
European Patent Office,2001,Marc Brabant,1
European Patent Office,2001,Nathalie Derive-Teuscher,1
European Patent Office,2002,Christian Villes,1
European Patent Office,2002,Pier Paolo Piccari Ricci,1
European Patent Office,2002,François Lenoir,1
European Patent Office,2002,Daniel Nelson,1
European Patent Office,2002,Alain Guesdon,1
European Patent Office,2002,Paul Camal,1
European Patent Office,2002,John Gerard Anthony Storey,1
European Patent Office,2002,Heinrich Robert Pohl,1
European Patent Office,2002,Thomas Emde,1
European Patent Office,2002,Lars Liljestrand,1
European Patent Office,2002,Jacky Fux,1
European Patent Office,2002,José Rodrigues,1
European Patent Office,2002,Friedrich Ecker,1
European Patent Office,2002,Christophe Blecker,1
European Patent Office,2002,Michel Fouvet,1
European Patent Office,2002,Stefan Zikeli,1
European Patent Office,2002,Jürgen Gröschel,1
European Patent Office,2002,Jean-Pol Chevalier,1
European Patent Office,2002,Claude Deroanne,1
European Patent Office,2002,Bernard Wathelet,1
European Patent Office,2002,Michael Longin,1
European Patent Office,2002,Haruyasu C/O Pioneer Tokorozawa Plant Sakata,1
European Patent Office,2002,Noel Gabard,1
European Patent Office,2002,Isabelle Bara,1
European Patent Office,2002,Michel Paquot,1
France,1983,E Van Mumford,1
European Patent Office,2002,Hary Razafindralambo,1
European Patent Office,2003,Anne Rolland,1
European Patent Office,2003,Alain Sailland,1
European Patent Office,2003,Stéphane Lavallee,1
European Patent Office,2003,Bruce Alan Coers,1
European Patent Office,2003,Freddy Dombray,1
European Patent Office,2003,Eric Christian Jacques Rhetat,1
European Patent Office,2003,Georges Freyssinet,1
European Patent Office,2003,Inès BIRLOUEZ-ARAGON,1
European Patent Office,2003,Olivier Zink,1
European Patent Office,2003,Daniel James Burke,1
European Patent Office,2003,Anicet Marionneau,1
European Patent Office,2003,Pascal Roland Clément Murat,1
European Patent Office,2003,Eric Paget,1
European Patent Office,2003,Marie Pierre Murat,1
European Patent Office,2003,Ake Persson,1
European Patent Office,2003,Libero Borra,1
European Patent Office,2003,Takahito c/o Kobe Plant Nabco Ltd. Inoue,1
European Patent Office,2003,Friedrich Ecker,1
European Patent Office,2003,Didier Lafoucriere,1
European Patent Office,2003,Yoshinori c/o Kobe Plant Nabco Ltd. Takezawa,1
European Patent Office,2003,Francesco Goggi,1
European Patent Office,2003,Grigor Rangelov Grigorov,1
European Patent Office,2003,Stefan Zikeli,1
European Patent Office,2003,Jean-Richard Beyly,1
European Patent Office,2003,Lorenzo Goggi,1
European Patent Office,2004,Marc Dahan,1
European Patent Office,2004,Yu Okumura,1
European Patent Office,2004,Knut Kümmel,1
European Patent Office,2004,Arnaud Faivre,1
European Patent Office,2004,Tetsuo Tawara,1
European Patent Office,2004,Bernard Parratte,1
European Patent Office,2004,Michel Norodine,1
European Patent Office,2004,Olivier Houssard,1
European Patent Office,2004,Takayuki Furuta,1
European Patent Office,2004,Hiroaki Kitano,1
European Patent Office,2004,Hiroshi c/o K. K. Honda Gijutsu Kenkyusho GOMI,1
European Patent Office,2004,Raymond Bragoni,1
European Patent Office,2004,Masato c/o K. K. Honda Gijutsu Kenkyusho HIROSE,1
European Patent Office,2004,Cécile RENAULT,1
European Patent Office,2004,Georges Andelfinger,1
European Patent Office,2004,Cornelius Joannes Maria Van Beek,1
European Patent Office,2004,Jean-Paul Gaulier,1
European Patent Office,2004,Robert Charles Plant,1
European Patent Office,2004,Renato Moretto,1
European Patent Office,2004,Jacques Leclere,1
European Patent Office,2004,Benoît GOLDSCHMIDT,1
European Patent Office,2005,Roger Pellenc,2
European Patent Office,2005,Thomas Bernauer,2
European Patent Office,2005,Eberhard Kertscher,2
European Patent Office,2005,Jean Viaud,1
European Patent Office,2005,Andreas Boehm,1
European Patent Office,2005,Adrianus Henricus Cornelis Maria Schapendonk,1
European Patent Office,2005,Michel Manach,1
European Patent Office,2005,Philippe Feuillard,1
European Patent Office,2005,Titus Selzer,1
European Patent Office,2005,Christiane Horn,1
European Patent Office,2005,Marcello Ferrara,1
European Patent Office,2005,Serge Sudron,1
European Patent Office,2005,Johann Zimmermann,1
European Patent Office,2005,Martin Kerhuel,1
European Patent Office,2005,Markus Mornhinweg,1
European Patent Office,2005,Hendrik Plant Research International B.V. JALINK,1
European Patent Office,2005,Rob Plant Research Van Der Schoor,1
European Patent Office,2005,Hendrik Van De Haar,1
European Patent Office,2005,Christian Gerri,1
European Patent Office,2005,Martin Luber,1
European Patent Office,2005,Philippe Hemeury,1
European Patent Office,2005,Gijsbert Morren,1
European Patent Office,2005,Alexander Joseph Timmerman,1
European Patent Office,2005,Ronald Johan Heibloem,1
European Patent Office,2005,Robér Bernardus Jozef Wagenaar,1
European Patent Office,2005,Albert Van Duijn,1
European Patent Office,2005,Arie Draaijer,1
European Patent Office,2005,Jeroen Maria Van Diepen,1
European Patent Office,2005,Willibrordus Jaring Miedema,1
European Patent Office,2005,Jean-Claude Joly,1
European Patent Office,2005,Jean-Jacques Vander Linden,1
European Patent Office,2006,Yvan Larondelle,2
European Patent Office,2006,Emmanuel Kossi Tangni,2
European Patent Office,2006,Frédéric Perrotin,1
European Patent Office,2006,Yves Loones,1
European Patent Office,2006,Satoshi Kabushiki Kaisha Honda Gijyutsu Kenkyusho Shigemi,1
European Patent Office,2006,Sébastien Hel,1
European Patent Office,2006,Masato Kabushiki Kaisha Honda Gijyutsu Kenkyusho Hayakawa,1
European Patent Office,2006,Catherine Venet,1
European Patent Office,2006,Christopher George Fountain,1
European Patent Office,2006,Robin Charles Fountain,1
European Patent Office,2006,Nicholas Fountain,1
European Patent Office,2006,Thilo Steckel,1
European Patent Office,2006,Dominique Rosati,1
European Patent Office,2006,Werner Fitzner,1
European Patent Office,2006,Toru K. K. Honda Gijyutsu Kenkyusho TAKENAKA,1
European Patent Office,2006,Heinz-Hermann Wippersteg,1
European Patent Office,2006,Jean-Yves Dubois,1
European Patent Office,2006,Nabilla Aoudia,1
European Patent Office,2006,Takahide K. K. HONDA GIJYUTSU KENKYUSHO YOSHIIKE,1
European Patent Office,2006,Takashi K. K. HONDA GIJYUTSU KENKYUSHO MATSUMOTO,1
European Patent Office,2006,Ludovic De MEEÜS d'ARGENTEUIL,1
European Patent Office,2006,Susumu Kabushiki Kaisha Honda Gijyutsu Kenkyusho Miyazaki,1
European Patent Office,2006,Roy Cooley,1
European Patent Office,2006,Julien Simonis,1
European Patent Office,2006,Ludovic DE MEEÛS D'ARGENTEUIL,1
European Patent Office,2006,Christophe Teulet,1
European Patent Office,2006,Michael Topputo,1
European Patent Office,2006,Johan Boy Frandsen,1
European Patent Office,2006,John I. Compton,1
European Patent Office,2006,Jean-Pierre Levasseur,1
European Patent Office,2006,Marc Brehm,1
European Patent Office,2007,Jean-François Grollier,3
European Patent Office,2007,Roland De La Mettrie,3
European Patent Office,2007,Jean Cotteret,2
European Patent Office,2007,Noel W Anderson,1
European Patent Office,2007,Mark W. Spicer,1
European Patent Office,2007,Andreas Linz,1
European Patent Office,2007,Timur M. Dzinaj,1
European Patent Office,2007,Arno Ruckelshausen,1
European Patent Office,2007,Alain Coustou,1
European Patent Office,2007,Laetitia Bernard,1
European Patent Office,2007,Jacques Leclere,1
European Patent Office,2007,Daryoush Sangi,1
European Patent Office,2007,Andreas Greiner,1
European Patent Office,2007,Hans E. Hummel,1
European Patent Office,2007,Carine Simon-Desplats,1
European Patent Office,2007,Joachim H. Wendorff,1
European Patent Office,2007,Igor V. Goryachev,1
European Patent Office,2007,Sergei A. Dmitriev,1
European Patent Office,2007,Stéphan CUINE,1
European Patent Office,2007,Florence Mus,1
European Patent Office,2007,Laurent Cournac,1
European Patent Office,2007,Maurizio Roman,1
European Patent Office,2007,Günther SCHWENK,1
European Patent Office,2007,Hermann Welzel,1
European Patent Office,2007,Jean-Marc Gialis,1
European Patent Office,2007,Francesco Ferrari,1
European Patent Office,2007,David Pegaz,1
European Patent Office,2007,Roland Dersch,1
European Patent Office,2007,Pascal Welzel,1
European Patent Office,2007,Friedrich Holzwarth,1
European Patent Office,2007,Gilles Peltier,1
European Patent Office,2007,Marc Welzel,1
European Patent Office,2007,Guillaume Cassin,1
European Patent Office,2007,Patrice Saillard,1
European Patent Office,2007,Hiroshi c/o NIRASAKI Plant Mitsui Mining Sato,1
European Patent Office,2007,Valeri G. Gnedenko,1
European Patent Office,2007,Kazuhito c/o NIRASAKI Plant Mitsui Yokomori,1
European Patent Office,2007,Paul Alary,1
European Patent Office,2007,Mathias Becker,1
European Patent Office,2007,Leo Zaccherini,1
European Patent Office,2007,Yann Dugenet,1
European Patent Office,2007,M. Philippe Michel,1
European Patent Office,2007,Roger Pellenc,1
European Patent Office,2007,Volker Till,1
European Patent Office,2007,Vittore Giraudo,1
European Patent Office,2007,Ivan Lovric,1
European Patent Office,2007,Giovanni Gandolfo,1
European Patent Office,2007,Michel Jullien,1
European Patent Office,2007,Donn M. Dennis,1
European Patent Office,2007,Laszlo Prokai,1
European Patent Office,2007,Richard J. Melker,1
European Patent Office,2007,Timothy E. Morey,1
European Patent Office,2008,Marie-Hélène BLONDELET-ROUAULT,1
European Patent Office,2008,Jean-Luc Pernodet,1
European Patent Office,2008,Nathalie Oestreicher-Mermet-Bouvier,1
European Patent Office,2008,Eduard Richer,1
European Patent Office,2008,Marie-Laure Fardeau,1
European Patent Office,2008,Emmanuelle Darbon-Rongere,1
European Patent Office,2008,Fatma Karray,1
European Patent Office,2008,Patricia Lacroix,1
European Patent Office,2008,Jérôme Grosbois,1
European Patent Office,2008,Josef Wallner,1
European Patent Office,2008,Karine Tuphile,1
European Patent Office,2008,Bernard Marcel Nöel OLLIVIER,1
European Patent Office,2008,Peder Zoëga Beiskjær,1
European Patent Office,2008,Christian Hus,1
European Patent Office,2008,Luc Verschuere,1
European Patent Office,2008,Wilhelm Kropf,1
European Patent Office,2008,Hélène DOMINGUEZ,1
European Patent Office,2008,Wilhelm Sturm,1
European Patent Office,2008,Bruno Résidence Campagne Valérie CHARDIN,1
European Patent Office,2008,Claude Gerbaud,1
European Patent Office,2008,Yannick Aman B. Rés. Les Sources COMBET-BLANC,1
European Patent Office,2008,Anne Gondran,1
European Patent Office,2008,Carlo Hein,1
European Patent Office,2008,Karel Blomme,1
European Patent Office,2008,Mike Hein,1
European Patent Office,2008,Kenneth H. Swartz,1
European Patent Office,2008,Robert Hower,1
European Patent Office,2009,Florence Bonnin-Rouleux,1
European Patent Office,2009,Marion Prunier,1
European Patent Office,2009,Roland Valcke,1
European Patent Office,2009,Graham Paine,1
European Patent Office,2009,Samuel Stremsdoerfer,1
European Patent Office,2009,Peter Simpson,1
European Patent Office,2009,Jean Christian Robert,1
European Patent Office,2009,Alan Savary,1
European Patent Office,2009,Lennard Kressin,1
European Patent Office,2009,Sylvie Marie-Louise Bigot,1
European Patent Office,2009,Iwan De Jong,1
European Patent Office,2009,Nicolas Livet,1
European Patent Office,2009,Sylvian Longatte,1
European Patent Office,2009,Pascal Arnaud,1
European Patent Office,2009,Véronique Roulier,1
European Patent Office,2009,Sophie Salem,1
European Patent Office,2009,Michael SCHÖLER,1
European Patent Office,2009,Frederick William Nelson,1
European Patent Office,2009,Jean-Jacques Franch,1
European Patent Office,2009,Dieter Aengenvoort,1
European Patent Office,2009,Klaus Schürmann,1
European Patent Office,2009,Philippe Haumann,1
European Patent Office,2009,Valentin Lefevre,1
European Patent Office,2009,Johan Verink,1
European Patent Office,2009,Peter Heywood,1
European Patent Office,2009,Nicolas Millet,1
European Patent Office,2009,Martin Vande Ven,1
European Patent Office,2009,Dominique Souslikoff,1
European Patent Office,2009,Yves Philippe Marcel Bigot,1
European Patent Office,2009,Lothar Sebastian,1
European Patent Office,2009,Stéphanie Odile Rébecca GERMON,1
European Patent Office,2009,Daniel Dockner,1
European Patent Office,2009,Pascal Tierce,1
European Patent Office,2009,Edmond-Pierre Picard,1
European Patent Office,2009,Nicolas Duru,1
European Patent Office,2009,Christopher Ellison,1
European Patent Office,2009,Robert Beadman,1
European Patent Office,2009,Andrew Fowles,1
European Patent Office,2009,Massimo Ciscato,1
European Patent Office,2009,Jean-Claude Fayard,1
European Patent Office,2009,Timothy Amos Wilcox,1
European Patent Office,2009,Philippe Daverat,1
European Patent Office,2009,Hans-Peter Aglassinger,1
European Patent Office,2009,Pierre Guevel,1
European Patent Office,2009,Gwenhael Jegot,1
European Patent Office,2009,Karthik H. Katingari,1
European Patent Office,2009,Jacques Bachmann,1
European Patent Office,2009,Frédéric Eudes,1
European Patent Office,2009,Thomas Ying-Ching Lo,1
European Patent Office,2009,Nicolas Rouch,1
European Patent Office,2009,François DHONDT,1
European Patent Office,2009,Jean-Luc Maillart,1
European Patent Office,2009,Anne Cognieux,1
European Patent Office,2009,Emmanuel Soulie,1
European Patent Office,2009,Philippe Bernascolle,1
European Patent Office,2009,Olivier Limousin,1
European Patent Office,2009,Philippe Laurent,1
European Patent Office,2010,Roger Pellenc,4
European Patent Office,2010,Franck Giron,3
European Patent Office,2010,Henri Samain,3
European Patent Office,2010,Noel Wayne Anderson,2
European Patent Office,2010,Zoran Cerovic,2
European Patent Office,2010,Yves Goulas,2
European Patent Office,2010,Maxime De Boni,2
European Patent Office,2010,Jean-Marc Gialis,2
European Patent Office,2010,Nicolae Moise,2
European Patent Office,2010,Martin Von Mutius,1
European Patent Office,2010,Ghislaine Maitre-Wilmotte,1
European Patent Office,2010,Yasukazu Iwasaki,1
European Patent Office,2010,Alf Trede,1
European Patent Office,2010,Gwendal Latouche,1
European Patent Office,2010,Marie-Hélène COLLET,1
European Patent Office,2010,Bachra Rokbi,1
European Patent Office,2010,Yohan Rolland,1
European Patent Office,2010,John H. Posselius,1
European Patent Office,2010,Jens Altemark,1
European Patent Office,2010,Yves Noël Elie RAHBE,1
European Patent Office,2010,David W. Larson,1
European Patent Office,2010,Hiroyuki Ichikawa,1
European Patent Office,2010,Arnauld Thery,1
European Patent Office,2010,Jean-Luc POËSSEL,1
European Patent Office,2010,Denis Speck,1
European Patent Office,2010,Charles Duval,1
European Patent Office,2010,Jeffrey Weinhold,1
European Patent Office,2010,Eddy Garcia-Meitin,1
European Patent Office,2010,Kim Walton,1
European Patent Office,2010,Gary Marchand,1
European Patent Office,2010,Edmund Carnahan,1
European Patent Office,2010,Patricia Roberts,1
European Patent Office,2010,Rodolphe Gelin,1
European Patent Office,2010,Roger Kuhlman,1
European Patent Office,2010,Colin Li Pi Shan,1
European Patent Office,2010,Jean-Marc Alexandre,1
European Patent Office,2010,Phillip Hustad,1
European Patent Office,2010,Pankaj Gupta,1
European Patent Office,2010,Rémi NIERO,1
European Patent Office,2010,Sylvie Lamy-Perbal,1
European Patent Office,2010,Benjamin Poon,1
European Patent Office,2010,Yunwa Cheung,1
European Patent Office,2010,Yvan Philippe Gilles Pesenti,1
European Patent Office,2010,Wilhelm Gantefort,1
European Patent Office,2010,Jürgen Beck,1
European Patent Office,2010,Vern Norviel,1
European Patent Office,2010,Richard Cauvin,1
European Patent Office,2010,Jean-Luc Ayral,1
European Patent Office,2010,Denis Tessier,1
European Patent Office,2010,Alain Sandoz,1
European Patent Office,2010,Elicia Wong,1
European Patent Office,2010,Nicolas Haenni,1
European Patent Office,2010,Carolyn R. Kahn,1
European Patent Office,2011,Bernard Certain,1
European Patent Office,2011,Wilfried Weiss,1
European Patent Office,2011,Alain Quignard,1
European Patent Office,2011,Henri Leblond,1
European Patent Office,2011,Lionel Leveille,1
European Patent Office,2011,Arnaud Loiseau,1
European Patent Office,2011,Norbert Daniele,1
European Patent Office,2011,Frank Bernard,1
European Patent Office,2011,Jacques Brosse,1
European Patent Office,2011,Mei-Chen Chuang,1
European Patent Office,2011,Philippe Guichard,1
European Patent Office,2011,Cheng Chung,1
European Patent Office,2011,Daniel Clochard,1
European Patent Office,2011,Alain Lejosne,1
European Patent Office,2011,Franck Imbert,1
European Patent Office,2011,Ronald Zeelen,1
European Patent Office,2011,Jean Lorquin,1
European Patent Office,2011,Philippe Eichler,1
European Patent Office,2011,Yoshiyuki Sankai,1
European Patent Office,2011,Noel W. Anderson,1
European Patent Office,2011,Daniel Delmas,1
European Patent Office,2011,Robert S. Tenerowicz,1
European Patent Office,2011,Jean-Philippe Pineau,1
European Patent Office,2011,Patrick J. Scannon,1
European Patent Office,2011,Pierre Soler-My,1
European Patent Office,2011,Frédéric Dyrla,1
European Patent Office,2011,Alban Corpron,1
European Patent Office,2011,Alfred C. Dadson,1
European Patent Office,2011,Hermann-Josef Wilhelm,1
European Patent Office,2011,Michel Vialle,1
European Patent Office,2011,Ming-Chao Hsiao,1
European Patent Office,2011,Max Linossier,1
European Patent Office,2011,James Unch,1
European Patent Office,2011,Christof BÖHLER,1
European Patent Office,2011,James J. Cali,1
European Patent Office,2011,Keith V. Wood,1
European Patent Office,2011,John W. Shultz,1
European Patent Office,2011,William Daily,1
European Patent Office,2011,Thomas Bragagna,1
European Patent Office,2011,Michael P. Valley,1
European Patent Office,2011,Erika Hawkins,1
European Patent Office,2011,Bernhard Nussbaumer,1
European Patent Office,2011,Daniel Gfrerer,1
European Patent Office,2011,Michael Scurria,1
European Patent Office,2011,Poncho Meisenheimer,1
European Patent Office,2011,Dieter Klaubert,1
European Patent Office,2011,Reinhard Braun,1
European Patent Office,2011,Wenhui Zhou,1
European Patent Office,2011,Jianquan Liu,1
European Patent Office,2011,Zbigniew Sagan,1
European Patent Office,2011,Mingnam Tang,1
European Patent Office,2011,Jeffrey A Stafford,1
European Patent Office,2011,Haxia Wang,1
European Patent Office,2011,Véronique BONNELYE,1
European Patent Office,2011,Benoît MARGUET,1
European Patent Office,2011,Jean-Pierre Massicot,1
European Patent Office,2011,Jean-Michel Reibel,1
European Patent Office,2011,Eric Fievez,1
European Patent Office,2011,Alain Foucou,1
European Patent Office,2011,Eric Le Gouriellec,1
European Patent Office,2011,Mark Sabat,1
European Patent Office,2011,Stephen L. Gwaltney,1
European Patent Office,2011,Andrew John Jennings,1
European Patent Office,2011,Eric Larousse,1
European Patent Office,2011,Zacharia Cheruvallath,1
European Patent Office,2011,Frédéric Revol Cavalier,1
European Patent Office,2011,Olivier Lebahar,1
European Patent Office,2011,Jean-Marc Leray,1
European Patent Office,2011,Guy Vinzant,1
European Patent Office,2011,Franck Rigaud,1
European Patent Office,2011,Adam Tibbs,1
European Patent Office,2011,Claude Raulet,1
European Patent Office,2011,Susan Ubbelohde,1
European Patent Office,2011,Jacques Coatantiec,1
European Patent Office,2011,George Loisos,1
European Patent Office,2011,Alain Kaczorek,1
European Patent Office,2011,Mark Miller,1
European Patent Office,2011,David Scheer,1
European Patent Office,2011,Alain Maurel,1
European Patent Office,2012,Jean-Pierre Frangi,2
European Patent Office,2012,Gilles De Rosny,2
European Patent Office,2012,Elian Conejo,2
European Patent Office,2012,Eric Carreel,1
European Patent Office,2012,Cédric HUTCHINGS,1
European Patent Office,2012,Alberto Cirio,1
European Patent Office,2012,Stefan Hengstler,1
European Patent Office,2012,Pierre Puget,1
European Patent Office,2012,Maravillas Martinez Lopez,1
European Patent Office,2012,Asbjörn Skotte,1
European Patent Office,2012,Sascha Stelter,1
European Patent Office,2012,Andreas Westphalen,1
European Patent Office,2012,Tov Westby,1
European Patent Office,2012,Dorothée JARY,1
European Patent Office,2012,Benedikt Ostermaier,1
European Patent Office,2012,Hervé Rolland,1
European Patent Office,2012,James Pflueger,1
European Patent Office,2012,Jon Regrut,1
European Patent Office,2012,Gilles Marchand,1
European Patent Office,2012,Firooz Rasouli,1
European Patent Office,2012,José Balbuena,1
European Patent Office,2012,Pascal Genest,1
European Patent Office,2012,Jérôme GUILBOT,1
European Patent Office,2012,Agnès GORCE,1
European Patent Office,2012,Henrik Stamm Kristensen,1
European Patent Office,2012,Jean-Pierre Simonato,1
European Patent Office,2012,Alexandre Carella,1
European Patent Office,2012,Thierry Sirba,1
European Patent Office,2012,Jean-Marc Aubert,1
European Patent Office,2012,Moritz KÖHLER,1
European Patent Office,2012,Fabio Forestelli,1
European Patent Office,2012,Robert Wocken,1
